,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,peak_deflect,sag,stim_amp,v_baseline,cell_id,norm_stim_amp
35,0.0917574503617801,11.66763896991416,0.05034999999999998,0.297069567023571,0.026150000000000007,0.0949,0.10122499999999998,"(51.42387, 4567)",-10.65914535522461,1250.000026077032,-56.986968994140625,15616035.abf,3.571428516689614
36,0.07125909184814841,11.66763896991416,0.05295,0.24442736581167537,0.02695,0.09355833333333334,0.10110000000000002,"(51.417767, 4584)",-14.093132019042969,1300.0000268220901,-56.97382736206055,15616035.abf,3.7142856565057034
37,0.07465603106638277,11.66763896991416,0.051699999999999996,0.23916537581237146,0.026550000000000018,0.08855,0.09387500000000001,"(51.298748, 4575)",-8.309184074401855,1350.0000275671482,-57.19736099243164,15616035.abf,3.8571427963217935
38,0.07814740159788451,11.66763896991416,0.04819999999999999,0.25482947160589525,0.025550000000000017,0.09220833333333334,0.10385,"(51.228558, 4556)",-13.0999116897583,1400.0000283122063,-57.88594055175781,15616035.abf,3.999999936137883
39,0.09437149379565624,11.66763896991416,0.041950000000000015,0.2856981902236383,0.02310000000000001,0.08639999999999999,0.0935,"(51.399456, 4507)",-7.406970024108887,1450.0000290572643,-57.68428039550781,15616035.abf,4.142857075953972
40,0.08320113993824899,11.66763896991416,0.04445000000000002,0.2697574063620209,0.022249999999999992,0.08145833333333334,0.09240000000000001,"(51.533733, 4491)",-7.777098178863525,1500.0000298023224,-57.793174743652344,15616035.abf,4.285714215770062
41,0.08876905830938644,11.66763896991416,0.041450000000000015,0.25782508857012393,0.02100000000000002,0.07957499999999999,0.08702500000000002,"(51.4788, 4465)",-8.13863468170166,1550.0000305473804,-57.5804557800293,15616035.abf,4.428571355586152
42,0.07995306745898417,13.334444537044755,0.04209999999999997,0.2549293283880971,0.020300000000000012,0.08089285714285714,0.08655000000000002,"(51.573406, 4451)",-12.162504196166992,1600.0000312924385,-57.74075698852539,15616035.abf,4.571428495402242
43,0.06527562720702153,13.334444537044755,0.04349999999999998,0.2394397956224175,0.01930000000000001,0.08235,0.09309999999999996,"(51.46049, 4431)",-9.809714317321777,1650.0000320374966,-57.855735778808594,15616035.abf,4.7142856352183315
44,0.08049079727126975,13.334444537044755,0.04224999999999998,0.2612795698580786,0.01855000000000001,0.08117142857142857,0.09075,"(51.75651, 4416)",-11.553466796875,1700.0000327825546,-57.994449615478516,15616035.abf,4.857142775034421
45,0.06687925558086061,13.334444537044755,0.04074999999999998,0.24269070756778258,0.017500000000000016,0.07468571428571429,0.07845000000000002,"(51.762615, 4396)",-6.507349014282227,1750.0000335276127,-58.01648712158203,15616035.abf,4.999999914850511
46,0.07979301376107144,13.334444537044755,0.035900000000000015,0.24633079340432826,0.01655000000000001,0.07650000000000001,0.08030000000000004,"(51.866375, 4377)",-6.587351322174072,1800.0000342726707,-57.78861999511719,15616035.abf,5.1428570546666
47,0.07080528825325791,13.334444537044755,0.03860000000000002,0.24750425672342638,0.015899999999999997,0.07322142857142858,0.07545000000000002,"(51.84196, 4364)",-6.513561725616455,1850.0000350177288,-58.11270523071289,15616035.abf,5.28571419448269
48,0.10085072085506318,13.334444537044755,0.026999999999999996,0.3029218384254917,0.013800000000000007,0.07247142857142859,0.08315,"(51.866375, 4323)",-6.1149492263793945,1900.0000357627869,-57.65595626831055,15616035.abf,5.42857133429878
49,0.07726791695807259,15.001250104175348,0.031050000000000022,0.27296199402973587,0.014149999999999996,0.072325,0.08059999999999998,"(52.02812, 4329)",-9.568306922912598,1950.000036507845,-58.277889251708984,15616035.abf,5.571428474114869
0,,0.0,,,,,,"(-95.06713, 6588)",0.16173109412193298,-500.0,-48.66577911376953,15618005.abf,-9.999998360872537
1,,0.0,,,,,,"(-93.02856, 6727)",0.2055628001689911,-449.99999925494194,-51.515220642089844,15618005.abf,-8.999998509884124
2,,0.0,,,,,,"(-90.06225, 6792)",0.19707438349723816,-399.9999985098839,-52.20831298828125,15618005.abf,-7.999998658895712
3,,0.0,,,,,,"(-86.43066, 6686)",0.19916576147079468,-349.9999977648258,-53.344085693359375,15618005.abf,-6.9999988079073
4,,0.0,,,,,,"(-83.82446, 7423)",0.19541069865226746,-299.99999701976776,-49.887298583984375,15618005.abf,-5.999998956918887
5,,0.0,,,,,,"(-79.71069, 7812)",0.16873881220817566,-249.9999962747097,-48.17085266113281,15618005.abf,-4.999999105930475
6,,0.0,,,,,,"(-75.81055, 8539)",0.18832749128341675,-199.99999552965164,-49.60498809814453,15618005.abf,-3.9999992549420624
7,,0.0,,,,,,"(-71.086426, 7889)",0.15587185323238373,-149.99999478459358,-52.7171630859375,15618005.abf,-2.99999940395365
8,,0.0,,,,,,"(-66.89331, 7990)",0.18290473520755768,-99.99999403953552,-51.04780578613281,15618005.abf,-1.9999995529652375
9,,0.0,,,,,,"(-59.672848, 13676)",0.06031212955713272,-49.99999329447746,-47.71379470825195,15618005.abf,-0.999999701976825
10,,0.0,,,,,,"(-49.534912, 4011)",0.26242417097091675,7.450580596923828e-06,-47.50609588623047,15618005.abf,1.4901158751357402e-07
11,,3.3336111342611887,0.25144999999999995,0.0,0.06965000000000002,0.25144999999999995,0.25144999999999995,"(25.483395, 10473)",-16.916259765625,50.00000819563866,-50.49968719482422,15618005.abf,1.0
12,0.08670392027422506,6.667222268522377,0.12070000000000003,0.1671959765117988,0.06234999999999999,0.15761666666666668,0.17164999999999997,"(25.117184, 7715)",-8.523539543151855,100.00000894069672,-53.78733444213867,15618005.abf,1.9999998509884125
13,0.11702878567157575,8.334027835652972,0.06495000000000004,0.2794382836971128,0.0237,0.10797500000000002,0.11349999999999996,"(25.190426, 13165)",-11.531604766845703,150.00000968575478,-50.608978271484375,15618005.abf,2.999999701976825
14,0.11901575673003767,10.000833402783565,0.047900000000000026,0.3056435666723745,0.021650000000000003,0.09161000000000001,0.09625,"(25.513912, 13650)",-11.309821128845215,200.00001043081284,-52.191001892089844,15618005.abf,3.9999995529652375
15,0.07061417495332042,11.66763896991416,0.047849999999999976,0.24545536610030783,0.01855000000000001,0.08085833333333335,0.08585000000000004,"(25.97778, 8441)",-9.738442420959473,250.0000111758709,-52.486412048339844,15618005.abf,4.99999940395365
16,0.07534405651405228,13.334444537044755,0.038449999999999984,0.27481769794940264,0.016850000000000004,0.07189285714285713,0.08374999999999999,"(26.038815, 10877)",-9.109298706054688,300.00001192092896,-53.25443649291992,15618005.abf,5.999999254942062
17,0.061102439497757025,15.001250104175348,0.03760000000000002,0.24951899150311443,0.014800000000000008,0.06805,0.07237499999999997,"(26.63696, 10283)",-9.10764217376709,350.000012665987,-53.785118103027344,15618005.abf,6.999999105930475
18,0.06062353631620061,16.668055671305943,0.02890000000000001,0.2616198956943086,0.013149999999999995,0.06458333333333334,0.06974999999999998,"(27.045895, 9670)",-14.035162925720215,400.0000134110451,-54.273860931396484,15618005.abf,7.999998956918887
19,0.05806427480656473,16.668055671305943,0.028450000000000003,0.25732374131048336,0.012399999999999994,0.05801111111111111,0.06399999999999995,"(27.729488, 13304)",-8.253785133361816,450.00001415610313,-54.91970443725586,15618005.abf,8.9999988079073
20,0.057681872223454694,18.334861238436538,0.026999999999999996,0.2673747946580293,0.010450000000000015,0.05861500000000001,0.06305000000000002,"(27.589108, 11499)",-9.654609680175781,500.0000149011612,-54.7547492980957,15618005.abf,9.999998658895713
21,0.057464885116288694,18.334861238436538,0.023549999999999988,0.29106494442677155,0.009250000000000008,0.053035,0.05679999999999999,"(28.01025, 10910)",-7.371682167053223,550.0000156462193,-54.8100471496582,15618005.abf,10.999998509884124
22,0.060461756493206655,20.00166680556713,0.02150000000000002,0.28448647932588944,0.009149999999999991,0.05351363636363637,0.05454999999999999,"(27.55859, 13290)",-8.13829231262207,600.0000163912773,-55.57451629638672,15618005.abf,11.999998360872537
23,0.05385401872363861,18.334861238436538,0.022299999999999986,0.32558190420235733,0.007700000000000012,0.05329999999999999,0.05697499999999997,"(28.657223, 13610)",-7.225258827209473,650.0000171363354,-54.936397552490234,15618005.abf,12.99999821186095
24,0.042639671137233555,16.668055671305943,0.01849999999999999,0.5768983519807025,0.006950000000000012,0.06505555555555556,0.05729999999999996,"(28.529049, 14705)",-9.60908317565918,700.0000178813934,-54.98855972290039,15618005.abf,13.999998062849363
25,-0.07991979519538536,13.334444537044755,0.17660000000000003,0.5535604980443335,0.024999999999999994,0.07506428571428571,0.05930000000000002,"(29.072262, 13868)",-6.72528600692749,750.0000186264515,-55.022727966308594,15618005.abf,14.999997913837774
26,-0.054513822395775464,15.001250104175348,0.16305000000000003,0.5115428027377436,0.023499999999999993,0.06969375,0.0567,"(29.438473, 15690)",-9.867863655090332,800.0000193715096,-56.47882080078125,15618005.abf,15.999997764826187
27,-0.08570097976786416,13.334444537044755,0.20430000000000004,0.6932476771341564,0.021900000000000003,0.07580714285714286,0.05494999999999994,"(29.81689, 12785)",-5.858846664428711,850.0000201165676,-56.575626373291016,15618005.abf,16.9999976158146
28,-0.12547360089125636,11.66763896991416,0.26180000000000003,0.8836746012646937,0.021949999999999997,0.08798333333333334,0.05327500000000002,"(30.488277, 12893)",-6.6888041496276855,900.0000208616257,-56.807796478271484,15618005.abf,17.999997466803013
29,0.008729816118064039,8.334027835652972,0.049000000000000044,0.05796244547985587,0.34004999999999996,0.052787500000000015,0.05235000000000001,"(30.488277, 14069)",-6.480806350708008,950.0000216066837,-56.77855682373047,15618005.abf,18.999997317791426
0,,0.0,,,,,,"(-71.84052, 6095)",0.12390821427106857,-500.0,-60.83269500732422,15622024.abf,-1.6666666004392863
1,,0.0,,,,,,"(-70.83955, 6162)",0.12477684020996094,-449.99999925494194,-60.81853103637695,15622024.abf,-1.4999999379118307
2,,0.0,,,,,,"(-69.85688, 5906)",0.1260487139225006,-399.9999985098839,-60.810062408447266,15622024.abf,-1.3333332753843754
3,,0.0,,,,,,"(-68.752144, 5976)",0.1322104036808014,-349.9999977648258,-60.900390625,15622024.abf,-1.16666661285692
4,,0.0,,,,,,"(-67.89765, 6045)",0.11343339830636978,-299.99999701976776,-60.92934799194336,15622024.abf,-0.9999999503294646
5,,0.0,,,,,,"(-66.65864, 7618)",0.1414974182844162,-249.9999962747097,-60.782203674316406,15622024.abf,-0.8333332878020093
6,,0.0,,,,,,"(-65.77973, 7022)",0.15312924981117249,-199.99999552965164,-60.848487854003906,15622024.abf,-0.6666666252745539
7,,0.0,,,,,,"(-64.73603, 6924)",0.2545415163040161,-149.99999478459358,-60.92079162597656,15622024.abf,-0.4999999627470985
8,,0.0,,,,,,"(-63.509224, 5499)",0.27900171279907227,-99.99999403953552,-61.00554275512695,15622024.abf,-0.3333333002196431
9,,0.0,,,,,,"(-62.23359, 6241)",0.24211375415325165,-49.99999329447746,-60.73432159423828,15622024.abf,-0.16666663769218773
10,,0.0,,,,,,"(-60.335396, 5316)",0.9694048166275024,7.450580596923828e-06,-60.559906005859375,15622024.abf,2.483526766954789e-08
11,,0.0,,,,,,"(-59.28559, 7555)",-4.750586032867432,50.00000819563866,-60.85732650756836,15622024.abf,0.16666668736272305
12,,0.0,,,,,,"(-57.832954, 6294)",-4.303134441375732,100.00000894069672,-60.67429733276367,15622024.abf,0.33333334989017843
13,,0.0,,,,,,"(-56.06904, 7958)",-7.6444621086120605,150.00000968575478,-60.664756774902344,15622024.abf,0.5000000124176338
14,,0.0,,,,,,"(-54.744576, 6445)",-7.4056596755981445,200.00001043081284,-60.88383865356445,15622024.abf,0.6666666749450892
15,,0.0,,,,,,"(-51.21064, 8525)",-6.444934844970703,250.0000111758709,-60.55399703979492,15622024.abf,0.8333333374725446
16,,1.6668055671305944,,,0.10640000000000002,,,"(39.81718, 6173)",-7.511219024658203,300.00001192092896,-60.654014587402344,15622024.abf,1.0
17,,3.3336111342611887,0.12845,0.0,0.06855000000000003,0.12845,0.12845,"(39.670696, 7986)",-8.960026741027832,350.000012665987,-60.792327880859375,15622024.abf,1.1666666625274553
18,0.6195323246217329,5.000416701391782,0.06915000000000004,0.6195323246217329,0.05074999999999999,0.18175000000000002,0.18175000000000002,"(39.634075, 12331)",-6.147639274597168,400.0000134110451,-60.721683502197266,15622024.abf,1.3333333250549109
19,0.2808207934974691,6.667222268522377,0.06940000000000002,0.4177755757030551,0.036500000000000005,0.15983333333333336,0.1815,"(39.55473, 4775)",-5.877567291259766,450.00001415610313,-60.63666915893555,15622024.abf,1.4999999875823662
20,0.31480970689908666,8.334027835652972,0.01959999999999998,0.5349905358037439,0.03315000000000001,0.12263750000000001,0.14387500000000003,"(39.69511, 4707)",-6.414935111999512,500.0000149011612,-60.68864822387695,15622024.abf,1.6666666501098215
21,0.22674854877790773,10.000833402783565,0.023349999999999982,0.46508169773299296,0.028850000000000015,0.10760999999999998,0.1261,"(39.396038, 4622)",-12.153009414672852,550.0000156462193,-60.698204040527344,15622024.abf,1.8333333126372768
22,0.21645851602088395,10.000833402783565,0.021550000000000014,0.45289318698241277,0.0262,0.09315,0.10849999999999999,"(39.829388, 4569)",-6.655383586883545,600.0000163912773,-60.86634826660156,15622024.abf,1.9999999751647324
23,0.18353519738226187,11.66763896991416,0.016750000000000015,0.4246508774736093,0.023150000000000004,0.08380833333333333,0.096825,"(39.335003, 4508)",-6.3629841804504395,650.0000171363354,-60.774288177490234,15622024.abf,2.1666666376921877
24,0.14428607010863184,13.334444537044755,0.01545000000000002,0.3747722316292528,0.020949999999999996,0.0773642857142857,0.09179999999999999,"(39.83549, 4465)",-8.107161521911621,700.0000178813934,-60.656795501708984,15622024.abf,2.333333300219643
25,0.13766186101090186,13.334444537044755,0.015749999999999986,0.3716762400193546,0.019500000000000017,0.07040714285714286,0.08515,"(40.433636, 4436)",-6.24822998046875,750.0000186264515,-61.0412483215332,15622024.abf,2.4999999627470983
26,0.12754198133298447,15.001250104175348,0.013149999999999995,0.3824534488846352,0.017850000000000005,0.06885625000000001,0.082675,"(40.915813, 4402)",-11.975262641906738,800.0000193715096,-61.11618423461914,15622024.abf,2.6666666252745537
27,0.12706378264446144,15.001250104175348,0.012449999999999989,0.3911710412226704,0.015000000000000013,0.06471875,0.07597499999999999,"(40.78764, 4346)",-5.553294658660889,850.0000201165676,-61.02077102661133,15622024.abf,2.8333332878020094
28,0.11172951554925742,16.668055671305943,0.012450000000000017,0.35736477376805975,0.01444999999999999,0.06217222222222222,0.07314999999999999,"(41.17216, 4334)",-11.263343811035156,900.0000208616257,-61.00801467895508,15622024.abf,2.9999999503294648
29,0.10260521060198298,16.668055671305943,0.014050000000000007,0.3319579426924495,0.013550000000000006,0.05972222222222223,0.06890000000000007,"(41.282024, 4317)",-5.688864707946777,950.0000216066837,-60.96881103515625,15622024.abf,3.16666661285692
30,0.09009935078164617,18.334861238436538,0.013050000000000006,0.3370353986258087,0.0126,0.05747000000000001,0.06667500000000004,"(41.544476, 4298)",-10.31948184967041,1000.0000223517418,-61.146453857421875,15622024.abf,3.3333332753843754
31,0.09408170841398303,18.334861238436538,0.01175000000000001,0.33499133189377156,0.010849999999999999,0.05608500000000001,0.064475,"(41.739788, 4263)",-10.353567123413086,1050.0000230967999,-60.7404899597168,15622024.abf,3.4999999379118307
32,0.08646903785398576,16.668055671305943,0.012399999999999994,0.2886328746381867,0.009800000000000003,0.0586611111111111,0.06405000000000005,"(42.07548, 4242)",-4.900814533233643,1100.000023841858,-60.739810943603516,15622024.abf,3.666666600439286
33,0.08789642427267469,16.668055671305943,0.01150000000000001,0.29241460289029303,0.008649999999999991,0.05846666666666668,0.06260000000000004,"(42.173138, 4220)",-5.035841464996338,1150.000024586916,-60.34981918334961,15622024.abf,3.833333262966742
34,0.08376283756326666,20.00166680556713,0.011349999999999999,0.33618865734502457,0.008099999999999996,0.051963636363636365,0.05910000000000004,"(42.563763, 4208)",-9.107117652893066,1200.000025331974,-60.50759506225586,15622024.abf,3.999999925494197
35,0.07321948013459918,18.334861238436538,0.011800000000000005,0.27415307172664133,0.007500000000000007,0.055705000000000005,0.058774999999999994,"(42.59428, 4198)",-5.94449520111084,1250.000026077032,-60.33884048461914,15622024.abf,4.166666588021652
36,0.07413827075106323,18.334861238436538,0.011349999999999999,0.27214792909176244,0.0050000000000000044,0.054825,0.059325000000000044,"(43.052044, 4149)",-4.191042423248291,1300.0000268220901,-59.37086868286133,15622024.abf,4.333333250549107
37,-0.012901233874141884,18.334861238436538,0.0744,0.09722370814603595,0.0050000000000000044,0.05907,0.05767500000000003,"(43.56474, 4148)",-6.597285747528076,1350.0000275671482,-58.3173828125,15622024.abf,4.4999999130765636
38,0.0677162660237167,18.334861238436538,0.011899999999999994,0.2760524844531663,0.006400000000000017,0.05386500000000001,0.056925,"(43.662395, 4175)",-4.6228132247924805,1400.0000283122063,-59.94880294799805,15622024.abf,4.666666575604019
39,-0.046167014483333935,16.668055671305943,0.1328,0.36897388375792406,0.005599999999999994,0.0651,0.05730000000000002,"(43.68681, 4160)",-7.551192283630371,1450.0000290572643,-59.55656814575195,15622024.abf,4.833333238131474
40,-0.04620933926155148,16.668055671305943,0.13545,0.3788697418376844,0.00495000000000001,0.06558888888888889,0.05790000000000006,"(43.60136, 4147)",-6.3365159034729,1500.0000298023224,-59.722347259521484,15622024.abf,4.9999999006589295
41,-0.04349896048736956,16.668055671305943,0.1285,0.35225663882631847,0.005150000000000016,0.06450555555555555,0.05625000000000002,"(44.199505, 4152)",-7.80117130279541,1550.0000305473804,-60.099876403808594,15622024.abf,5.166666563186385
42,-0.05197636660279886,16.668055671305943,0.14075,0.41059449000145665,0.003150000000000014,0.06527777777777778,0.057050000000000045,"(44.81596, 4112)",-6.502223491668701,1600.0000312924385,-58.10007858276367,15622024.abf,5.33333322571384
43,-0.05359221031020335,16.668055671305943,0.1432,0.4218217009726039,0.004150000000000015,0.06536111111111112,0.05685000000000007,"(45.072308, 4133)",-6.780206680297852,1650.0000320374966,-59.34584426879883,15622024.abf,5.4999998882412955
44,-0.05325763375363308,16.668055671305943,0.14250000000000002,0.42754002463013785,0.004250000000000004,0.0646,0.05575000000000002,"(45.14555, 4135)",-7.525653839111328,1700.0000327825546,-59.76557540893555,15622024.abf,5.666666550768751
45,-0.08092259085405028,15.001250104175348,0.1998,0.6586289601407718,0.0040999999999999925,0.07288750000000002,0.05515000000000003,"(45.07841, 4131)",-6.997476577758789,1750.0000335276127,-60.12862777709961,15622024.abf,5.833333213296206
46,-0.07279095968877787,15.001250104175348,0.18585000000000002,0.5972485294903387,0.003700000000000009,0.07208125000000001,0.05622499999999997,"(45.383587, 4124)",-6.913408279418945,1800.0000342726707,-59.98247146606445,15622024.abf,5.9999998758236615
47,-0.05433022976438507,16.668055671305943,0.14129999999999998,0.42093424022810694,0.003700000000000009,0.06455555555555555,0.05525000000000002,"(45.688763, 4125)",-6.455705165863037,1850.0000350177288,-60.563568115234375,15622024.abf,6.166666538351117
48,-0.07579835366945631,15.001250104175348,0.20800000000000002,0.6841673632088409,0.003349999999999992,0.07409375,0.055674999999999975,"(45.957317, 4118)",-5.1287078857421875,1900.0000357627869,-60.18297576904297,15622024.abf,6.333333200878572
49,-0.07354543806153788,15.001250104175348,0.19605000000000003,0.6365656912998037,0.004049999999999998,0.0731,0.05545,"(45.505657, 4132)",-6.678589344024658,1950.000036507845,-60.87435531616211,15622024.abf,6.499999863406027
0,,0.0,,,,,,"(-72.2875, 7034)",0.12290331721305847,-500.0,-54.483673095703125,15622000.abf,-4.999999552965204
1,,0.0,,,,,,"(-70.85317, 8756)",0.08778320252895355,-449.99999925494194,-53.842769622802734,15622000.abf,-4.499999590218104
2,,0.0,,,,,,"(-69.31509, 8529)",0.08115720003843307,-399.9999985098839,-52.31138610839844,15622000.abf,-3.9999996274710035
3,,0.0,,,,,,"(-68.185936, 7425)",0.10501538962125778,-349.9999977648258,-53.507118225097656,15622000.abf,-3.499999664723903
4,,0.0,,,,,,"(-66.94082, 7648)",0.16908691823482513,-299.99999701976776,-54.910884857177734,15622000.abf,-2.9999997019768028
5,,0.0,,,,,,"(-65.70791, 8543)",0.0864737406373024,-249.9999962747097,-55.29764175415039,15622000.abf,-2.499999739229702
6,,0.0,,,,,,"(-64.243065, 8937)",0.08081977069377899,-199.99999552965164,-55.48225402832031,15622000.abf,-1.999999776482602
7,,0.0,,,,,,"(-62.155663, 9123)",0.08062899857759476,-149.99999478459358,-55.1232795715332,15622000.abf,-1.4999998137355017
8,,0.0,,,,,,"(-60.25747, 13064)",0.02883504331111908,-99.99999403953552,-55.85883712768555,15622000.abf,-0.9999998509884014
9,,0.0,,,,,,"(-58.658348, 12299)",0.21768437325954437,-49.99999329447746,-55.5443000793457,15622000.abf,-0.49999988824130104
10,,0.0,,,,,,"(-55.386864, 7689)",0.5295877456665039,7.450580596923828e-06,-55.41512680053711,15622000.abf,7.450579930790073e-08
11,,0.0,,,,,,"(-52.780663, 14426)",-23.885417938232422,50.00000819563866,-56.27559280395508,15622000.abf,0.5000000372528997
12,,1.6668055671305944,,,0.17550000000000002,,,"(35.86679, 7554)",-19.636507034301758,100.00000894069672,-55.724998474121094,15622000.abf,1.0
13,,3.3336111342611887,0.11180000000000001,0.0,0.09104999999999999,0.11180000000000001,0.11180000000000001,"(35.7081, 5865)",-9.7149658203125,150.00000968575478,-56.242923736572266,15622000.abf,1.4999999627471003
14,0.6547324567113656,5.000416701391782,0.06630000000000003,0.6547324567113656,0.07804999999999998,0.192025,0.192025,"(35.506683, 13287)",-8.798979759216309,200.00001043081284,-56.528629302978516,15622000.abf,1.9999999254942007
15,0.39118975233439657,6.667222268522377,0.05595,0.6012870654238525,0.05700000000000002,0.1632333333333333,0.1406,"(35.561615, 5184)",-8.26254940032959,250.0000111758709,-56.31440734863281,15622000.abf,2.499999888241301
16,0.3242712560230743,6.667222268522377,0.047400000000000025,0.5215708968909911,0.049350000000000005,0.10729999999999999,0.09244999999999998,"(35.45175, 5031)",-11.311319351196289,300.00001192092896,-56.47321319580078,15622000.abf,2.9999998509884014
17,0.2521173741915783,8.334027835652972,0.04035,0.5475329478189311,0.041450000000000015,0.1217625,0.124975,"(35.62265, 4874)",-7.574195384979248,350.000012665987,-56.716121673583984,15622000.abf,3.4999998137355015
18,0.1807126657331366,10.000833402783565,0.03950000000000001,0.4688150398397384,0.036650000000000016,0.10726,0.11195,"(35.872894, 4778)",-16.83162498474121,400.0000134110451,-56.75564193725586,15622000.abf,3.999999776482602
19,0.16084531076976866,10.000833402783565,0.03974999999999998,0.42926097079811754,0.029100000000000015,0.09162,0.08684999999999998,"(35.98886, 4626)",-7.81461763381958,450.00001415610313,-57.08232116699219,15622000.abf,4.499999739229702
20,0.1534818595353476,11.66763896991416,0.03109999999999999,0.4922781365067456,0.031100000000000017,0.09398333333333335,0.09077500000000002,"(36.11093, 4667)",-14.850621223449707,500.0000149011612,-57.9289436340332,15622000.abf,4.999999701976803
21,0.13526435134378276,11.66763896991416,0.03340000000000001,0.4186446409615604,0.030600000000000016,0.08472500000000001,0.084725,"(36.4039, 4656)",-6.9668707847595215,550.0000156462193,-57.89596176147461,15622000.abf,5.499999664723903
22,0.10755894582176272,13.334444537044755,0.03130000000000002,0.39465890985279617,0.027200000000000002,0.07986428571428572,0.08845000000000003,"(36.416107, 4589)",-13.249557495117188,600.0000163912773,-58.135616302490234,15622000.abf,5.999999627471003
23,0.11157126276043515,13.334444537044755,0.027150000000000035,0.4113338633688687,0.023249999999999993,0.07392857142857143,0.08179999999999998,"(36.605316, 10725)",-6.112704277038574,650.0000171363354,-58.011314392089844,15622000.abf,6.499999590218104
24,0.1042553884948405,13.334444537044755,0.02789999999999998,0.37851073028597065,0.02345,0.06676428571428572,0.07269999999999999,"(37.050873, 4513)",-7.229741096496582,700.0000178813934,-58.69545364379883,15622000.abf,6.999999552965204
25,0.09578886111487395,15.001250104175348,0.024900000000000005,0.3777630269561284,0.020199999999999996,0.06370625,0.066725,"(37.215668, 4449)",-5.316162109375,750.0000186264515,-58.5700569152832,15622000.abf,7.499999515712305
26,0.09240718931496443,15.001250104175348,0.024999999999999994,0.38345890832465307,0.019500000000000017,0.06116875000000001,0.06459999999999999,"(37.39267, 4436)",-6.563808441162109,800.0000193715096,-58.42900848388672,15622000.abf,7.999999478459404
27,0.08877581274692747,16.668055671305943,0.02410000000000001,0.4009962346153254,0.0189,0.06408888888888889,0.066,"(37.710052, 4423)",-9.736939430236816,850.0000201165676,-58.78456115722656,15622000.abf,8.499999441206505
28,0.07743124836482582,16.668055671305943,0.0252,0.3479694123389825,0.0189,0.05832222222222221,0.06335000000000002,"(38.100677, 4423)",-5.6568074226379395,900.0000208616257,-58.97010040283203,15622000.abf,8.999999403953606
29,0.07947552884461119,16.668055671305943,0.022150000000000003,0.36434999643374694,0.016699999999999993,0.056655555555555556,0.06119999999999998,"(38.320404, 4380)",-5.810609340667725,950.0000216066837,-58.94926452636719,15622000.abf,9.499999366700706
30,0.07336380719730783,18.334861238436538,0.02210000000000001,0.3628199834722603,0.01469999999999999,0.055600000000000004,0.05924999999999997,"(38.582855, 4340)",-8.41182804107666,1000.0000223517418,-59.09554672241211,15622000.abf,9.999999329447807
31,0.06523027290556224,18.334861238436538,0.02260000000000001,0.33280161178854306,0.015100000000000002,0.053195000000000006,0.05877500000000002,"(38.71103, 4347)",-5.06019401550293,1050.0000230967999,-59.134765625,15622000.abf,10.499999292194907
32,0.0780337008926792,18.334861238436538,0.01965,0.3529748093470098,0.013950000000000018,0.05167499999999999,0.054675,"(39.071136, 4325)",-5.631630897521973,1100.000023841858,-59.23751449584961,15622000.abf,10.999999254942006
33,0.06301187523380396,20.00166680556713,0.021049999999999985,0.33275755710536536,0.013450000000000017,0.05193636363636364,0.05209999999999998,"(39.211517, 4314)",-8.16781997680664,1150.000024586916,-59.36823272705078,15622000.abf,11.499999217689107
34,0.060456347622239656,20.00166680556713,0.020199999999999996,0.3254813626113126,0.012950000000000017,0.04974090909090909,0.05495,"(39.51059, 4305)",-4.74903678894043,1200.000025331974,-59.57087326049805,15622000.abf,11.999999180436207
35,0.058497005867259845,20.00166680556713,0.020949999999999996,0.329427896490008,0.011200000000000015,0.048313636363636364,0.049949999999999994,"(39.950043, 4270)",-4.625966548919678,1250.000026077032,-59.09326934814453,15622000.abf,12.499999143183308
36,0.05841563213698014,21.668472372697725,0.01874999999999999,0.3201344463133516,0.011950000000000016,0.04817916666666666,0.05210000000000001,"(39.986664, 4285)",-7.735328197479248,1300.0000268220901,-59.75603103637695,15622000.abf,12.999999105930408
37,0.05298102057570577,21.668472372697725,0.019450000000000023,0.3292960671203836,0.011149999999999993,0.0467125,0.050350000000000006,"(40.194183, 4270)",-6.964735984802246,1350.0000275671482,-59.631839752197266,15622000.abf,13.499999068677509
38,0.05870543665214903,21.668472372697725,0.0179,0.3279498937459887,0.010550000000000004,0.04549166666666667,0.04994999999999997,"(40.51767, 4258)",-4.53943395614624,1400.0000283122063,-59.83871841430664,15622000.abf,13.99999903142461
39,0.054763965285124415,21.668472372697725,0.01855000000000001,0.3227300574379504,0.009000000000000008,0.0448625,0.05022499999999999,"(40.767914, 4227)",-4.463520526885986,1450.0000290572643,-59.66920471191406,15622000.abf,14.49999899417171
40,0.056974275157346696,21.668472372697725,0.01830000000000001,0.3234622596492523,0.009599999999999997,0.04438333333333334,0.046500000000000014,"(41.268402, 4239)",-4.604495525360107,1500.0000298023224,-59.7355842590332,15622000.abf,14.999998956918809
41,0.049023071407427204,23.33527793982832,0.018100000000000005,0.3072201407706578,0.009300000000000003,0.04389615384615385,0.04720000000000002,"(41.445404, 4233)",-6.677458763122559,1550.0000305473804,-60.202842712402344,15622000.abf,15.49999891966591
