,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,peak_deflect,sag,stim_amp,v_baseline,cell_id,norm_stim_amp
6,,0.0,,,,,,"(-102.394104, 3621)",0.023359082639217377,-100.00000149011612,-76.26695251464844,20131211_600_1_0184.abf,-2.0
7,,0.0,,,,,,"(-91.08734, 4268)",0.05870501324534416,-50.00000074505806,-77.69159698486328,20131211_600_1_0184.abf,-1.0
8,,0.0,,,,,,"(-76.11847, 7604)",2.6241230964660645,0.0,-77.33451843261719,20131211_600_1_0184.abf,0.0
9,0.07073297575587001,8.33472245374229,0.09819999999999998,0.25375548746937165,0.014300000000000007,0.13605,0.13060000000000005,"(71.57135, 1806)",-10.065081596374512,50.00000074505806,-76.40890502929688,20131211_600_1_0184.abf,1.0
10,0.04458471323990238,15.00250041673612,0.04299999999999998,0.1758717611320475,0.004400000000000015,0.06646250000000001,0.07160000000000002,"(72.57843, 1707)",-2.831897497177124,100.00000149011612,-74.84272766113281,20131211_600_1_0184.abf,2.0
11,0.026736026469959547,20.003333888981494,0.03109999999999999,0.15252733168673338,0.0021000000000000185,0.049554545454545455,0.05119999999999997,"(72.47162, 1685)",-2.4843497276306152,150.00000223517418,-73.22987365722656,20131211_600_1_0184.abf,3.0
12,0.024371417277150028,25.004167361226866,0.02729999999999999,0.17075791262297516,0.001600000000000018,0.04247142857142857,0.042800000000000005,"(73.17352, 1680)",-4.850176811218262,200.00000298023224,-74.19374084472656,20131211_600_1_0184.abf,4.0
13,0.02777275252191985,25.004167361226866,0.021600000000000008,0.183311635352123,-0.0002999999999999947,0.03712000000000001,0.03820000000000001,"(74.165344, 1676)",-0.7077507972717285,250.0000037252903,-76.12286376953125,20131211_600_1_0184.abf,5.0
14,0.02257084314455461,26.671111851975326,0.0199,0.23585313874358363,-0.0003999999999999837,0.03495625,0.034650000000000014,"(75.97351, 1678)",-1.9843298196792603,300.00000447034836,-77.6604232788086,20131211_600_1_0184.abf,6.0
0,,0.0,,,,,,"(-110.2478, 2139)",0.03357769548892975,-400.0000059604645,-59.80803298950195,20131211_600_1_0160.abf,-8.0
1,,0.0,,,,,,"(-106.396484, 2140)",0.03357647731900215,-350.0000052154064,-59.045433044433594,20131211_600_1_0160.abf,-7.0
2,,0.0,,,,,,"(-102.142334, 2170)",0.03320925310254097,-300.00000447034836,-59.30935287475586,20131211_600_1_0160.abf,-6.0
3,,0.0,,,,,,"(-97.25342, 2520)",0.028695572167634964,-250.0000037252903,-58.54696273803711,20131211_600_1_0160.abf,-5.0
4,,0.0,,,,,,"(-92.559814, 2995)",0.009867090731859207,-200.00000298023224,-58.59705352783203,20131211_600_1_0160.abf,-4.0
5,,0.0,,,,,,"(-87.17041, 3231)",0.01574876345694065,-150.00000223517418,-58.54901123046875,20131211_600_1_0160.abf,-3.0
6,,0.0,,,,,,"(-80.06592, 4372)",0.025483015924692154,-100.00000149011612,-58.566734313964844,20131211_600_1_0160.abf,-2.0
7,,0.0,,,,,,"(-71.28906, 5921)",0.05159970000386238,-50.00000074505806,-59.15362548828125,20131211_600_1_0160.abf,-1.0
8,,0.0,,,,,,"(-58.099365, 7172)",1.0135161876678467,0.0,-58.82582092285156,20131211_600_1_0160.abf,0.0
9,0.11424766977363504,5.000833472245374,0.16630000000000003,0.11424766977363504,0.06920000000000001,0.18775000000000003,0.18775000000000003,"(68.48755, 6108)",-10.032824516296387,50.00000074505806,-59.19511795043945,20131211_600_1_0160.abf,1.0
10,0.01828495837214276,11.668611435239205,0.0653,0.15460046284988174,0.023300000000000015,0.08458333333333333,0.08279999999999996,"(68.218994, 1894)",-4.763375759124756,100.00000149011612,-59.1768684387207,20131211_600_1_0160.abf,2.0
11,0.03880981830301051,18.336389398233035,0.03589999999999999,0.18261916570645,0.009700000000000014,0.054470000000000005,0.055249999999999994,"(67.767334, 1758)",-3.860713005065918,150.00000223517418,-59.0374755859375,20131211_600_1_0160.abf,3.0
12,0.02507182866643189,23.33722287047841,0.0257,0.16499853075315646,0.006099999999999994,0.04322307692307693,0.04620000000000002,"(68.048096, 1722)",-4.024930477142334,200.00000298023224,-58.898094177246094,20131211_600_1_0160.abf,4.0
13,0.026372071791712852,28.33805634272378,0.0199,0.17635005393838257,0.004400000000000015,0.03598125,0.03660000000000002,"(68.218994, 1705)",-4.598734378814697,250.0000037252903,-59.4481086730957,20131211_600_1_0160.abf,5.0
14,0.0190850988826675,31.671945324220697,0.0189,0.16088344546212094,0.00360000000000002,0.03233888888888889,0.03295000000000001,"(68.273926, 1698)",-4.462981700897217,300.00000447034836,-60.528221130371094,20131211_600_1_0160.abf,6.0
0,,0.0,,,,,,"(-129.74243, 2189)",0.06691724061965942,-400.0000059604645,-66.70519256591797,20131211_600_1_0108.abf,-8.0
1,,0.0,,,,,,"(-124.34082, 2135)",0.08484701067209244,-350.0000052154064,-66.89096069335938,20131211_600_1_0108.abf,-7.0
2,,0.0,,,,,,"(-117.889404, 2128)",0.08211476355791092,-300.00000447034836,-66.0108642578125,20131211_600_1_0108.abf,-6.0
3,,0.0,,,,,,"(-110.894775, 2379)",0.08398573845624924,-250.0000037252903,-65.91058349609375,20131211_600_1_0108.abf,-5.0
4,,0.0,,,,,,"(-103.759766, 2423)",0.06815332174301147,-200.00000298023224,-66.65702819824219,20131211_600_1_0108.abf,-4.0
5,,0.0,,,,,,"(-96.59424, 2441)",0.0682561844587326,-150.00000223517418,-66.44285583496094,20131211_600_1_0108.abf,-3.0
6,,0.0,,,,,,"(-89.60571, 2593)",0.12064163386821747,-100.00000149011612,-67.33316040039062,20131211_600_1_0108.abf,-2.0
7,,0.0,,,,,,"(-80.24902, 3302)",0.10678711533546448,-50.00000074505806,-67.26296997070312,20131211_600_1_0108.abf,-1.0
8,,0.0,,,,,,"(-66.033936, 6602)",-9.620534896850586,0.0,-67.76152801513672,20131211_600_1_0108.abf,0.0
9,,1.6669444907484579,,,0.28150000000000003,,,"(71.466064, 4477)",-25.003469467163086,50.00000074505806,-66.42945098876953,20131211_600_1_0108.abf,1.0
10,0.00566125495581303,6.667777962993831,0.12860000000000002,0.13263149038060723,0.04500000000000001,0.14353333333333337,0.13160000000000005,"(71.8811, 3399)",-8.816872596740723,100.00000149011612,-66.92728424072266,20131211_600_1_0108.abf,2.0
11,0.09139891009958023,11.668611435239205,0.03610000000000002,0.2603764438576443,0.0242,0.08323333333333334,0.09059999999999999,"(72.2229, 3265)",-6.278660297393799,150.00000223517418,-66.78836059570312,20131211_600_1_0108.abf,3.0
12,0.06315423811784453,16.66944490748458,0.017999999999999988,0.2577172378849586,0.01570000000000002,0.05962222222222223,0.06590000000000001,"(72.58911, 1820)",-4.8743696212768555,200.00000298023224,-68.63719940185547,20131211_600_1_0108.abf,4.0
13,0.04546366915536426,20.003333888981494,0.02049999999999999,0.18909747025217002,0.012500000000000011,0.049772727272727274,0.05249999999999999,"(71.76514, 1788)",-3.9058051109313965,250.0000037252903,-68.65064239501953,20131211_600_1_0108.abf,5.0
14,0.03498973531594565,25.004167361226866,0.016500000000000015,0.1936020067386134,0.006500000000000006,0.04232857142857143,0.04395000000000002,"(73.791504, 1729)",-3.3001458644866943,300.00000447034836,-67.45267486572266,20131211_600_1_0108.abf,6.0
0,,0.0,,,,,,"(-97.85156, 2212)",0.12527863681316376,-400.0000059604645,-58.9437255859375,20131211_600_1_0042.abf,-4.0
1,,0.0,,,,,,"(-95.69702, 2165)",0.17422465980052948,-350.0000052154064,-60.32512664794922,20131211_600_1_0042.abf,-3.5
2,,0.0,,,,,,"(-91.99829, 2269)",0.14328013360500336,-300.00000447034836,-60.42449951171875,20131211_600_1_0042.abf,-3.0
3,,0.0,,,,,,"(-88.80005, 2257)",0.1530064195394516,-250.0000037252903,-61.20050048828125,20131211_600_1_0042.abf,-2.5
4,,0.0,,,,,,"(-85.68115, 2279)",0.17558857798576355,-200.00000298023224,-61.631324768066406,20131211_600_1_0042.abf,-2.0
5,,0.0,,,,,,"(-81.121826, 2397)",0.1310952603816986,-150.00000223517418,-60.85240173339844,20131211_600_1_0042.abf,-1.5
6,,0.0,,,,,,"(-76.83716, 3035)",0.18378473818302155,-100.00000149011612,-61.8706169128418,20131211_600_1_0042.abf,-1.0
7,,0.0,,,,,,"(-70.63599, 3675)",0.10804171860218048,-50.00000074505806,-61.48318862915039,20131211_600_1_0042.abf,-0.5
8,,0.0,,,,,,"(-59.796143, 1684)",0.23140153288841248,0.0,-60.535282135009766,20131211_600_1_0042.abf,0.0
9,,0.0,,,,,,"(-50.26245, 3940)",-15.436471939086914,50.00000074505806,-62.65855407714844,20131211_600_1_0042.abf,0.5
10,,3.3338889814969157,0.4175,0.0,0.08310000000000001,0.4175,0.4175,"(71.49048, 2492)",-6.319374084472656,100.00000149011612,-63.84193420410156,20131211_600_1_0042.abf,1.0
11,0.6706639368236328,5.000833472245374,0.05629999999999999,0.6706639368236328,0.047500000000000014,0.17095,0.17095,"(71.710205, 2136)",-17.608903884887695,150.00000223517418,-63.486351013183594,20131211_600_1_0042.abf,1.5
12,0.26010612211919,8.33472245374229,0.028600000000000014,0.4593614177010139,0.029200000000000004,0.11362500000000002,0.13065,"(71.746826, 1953)",-8.726005554199219,200.00000298023224,-62.24750900268555,20131211_600_1_0042.abf,2.0
13,0.1391627406667783,11.668611435239205,0.028700000000000003,0.3556771319980079,0.0247,0.08225,0.09235000000000002,"(72.15576, 1908)",-12.550753593444824,250.0000037252903,-63.42556381225586,20131211_600_1_0042.abf,2.5
14,0.0899973890986939,15.00250041673612,0.021800000000000014,0.29799544725784494,0.023900000000000005,0.0679125,0.07650000000000001,"(70.81299, 1900)",-7.259735584259033,300.00000447034836,-62.58782958984375,20131211_600_1_0042.abf,3.0
0,,0.0,,,,,,"(-90.93628, 2019)",0.13949282467365265,-400.0000059604645,-58.8909797668457,20131211_600_1_0067.abf,-4.0
1,,0.0,,,,,,"(-88.28125, 2029)",0.1293507069349289,-350.0000052154064,-58.9233512878418,20131211_600_1_0067.abf,-3.5
2,,0.0,,,,,,"(-85.29053, 2045)",0.13749603927135468,-300.00000447034836,-59.8858642578125,20131211_600_1_0067.abf,-3.0
3,,0.0,,,,,,"(-81.84204, 2362)",0.10611753165721893,-250.0000037252903,-59.88748550415039,20131211_600_1_0067.abf,-2.5
4,,0.0,,,,,,"(-79.30298, 2314)",0.1502394825220108,-200.00000298023224,-60.4028205871582,20131211_600_1_0067.abf,-2.0
5,,0.0,,,,,,"(-75.71411, 2446)",0.12234395742416382,-150.00000223517418,-60.026161193847656,20131211_600_1_0067.abf,-1.5
6,,0.0,,,,,,"(-71.78345, 2705)",0.1530619114637375,-100.00000149011612,-60.81303787231445,20131211_600_1_0067.abf,-1.0
7,,0.0,,,,,,"(-67.54761, 3308)",0.2395985871553421,-50.00000074505806,-60.980369567871094,20131211_600_1_0067.abf,-0.5
8,,0.0,,,,,,"(-59.606934, 7597)",1.098787784576416,0.0,-61.45455551147461,20131211_600_1_0067.abf,0.0
9,,0.0,,,,,,"(-53.92456, 2553)",-2.5562756061553955,50.00000074505806,-61.15287780761719,20131211_600_1_0067.abf,0.5
10,0.1287149074437444,13.335555925987663,0.01429999999999998,0.6934047043438214,0.029100000000000015,0.07224285714285715,0.0802,"(73.480225, 1952)",-6.282870769500732,100.00000149011612,-61.97219467163086,20131211_600_1_0067.abf,1.0
11,0.04204796317042867,26.671111851975326,0.011499999999999982,0.44070827093409753,0.008700000000000013,0.03777333333333333,0.0403,"(72.82715, 1748)",-10.275286674499512,150.00000223517418,-61.528465270996094,20131211_600_1_0067.abf,1.5
12,0.030138795339893675,35.00583430571761,0.010199999999999987,0.29809523064217575,0.006200000000000011,0.028935,0.03125,"(72.96753, 1724)",-8.956623077392578,200.00000298023224,-62.16705322265625,20131211_600_1_0067.abf,2.0
13,0.02420913115804161,41.673612268711445,0.010300000000000004,0.24468045428824498,0.004799999999999999,0.023900000000000005,0.02279999999999996,"(72.33887, 1710)",-9.127063751220703,250.0000037252903,-62.494571685791016,20131211_600_1_0067.abf,2.5
14,0.017577978182380903,45.007501250208364,0.009300000000000003,0.22704017577238017,0.0032999999999999974,0.022353846153846155,0.022400000000000003,"(72.20459, 1696)",-7.6905131340026855,300.00000447034836,-62.72551727294922,20131211_600_1_0067.abf,3.0
0,,0.0,,,,,,"(-114.72168, 2084)",0.10942959040403366,-400.0000059604645,-69.034423828125,20131211_600_1_0066.abf,-4.0
1,,0.0,,,,,,"(-110.01587, 2183)",0.09969881176948547,-350.0000052154064,-67.93113708496094,20131211_600_1_0066.abf,-3.5
2,,0.0,,,,,,"(-105.43823, 2158)",0.1149994358420372,-300.00000447034836,-69.37712097167969,20131211_600_1_0066.abf,-3.0
3,,0.0,,,,,,"(-100.58594, 2292)",0.10203460603952408,-250.0000037252903,-69.10221099853516,20131211_600_1_0066.abf,-2.5
4,,0.0,,,,,,"(-95.88013, 2324)",0.11079637706279755,-200.00000298023224,-68.73505401611328,20131211_600_1_0066.abf,-2.0
5,,0.0,,,,,,"(-90.69214, 2463)",0.10746130347251892,-150.00000223517418,-69.00482940673828,20131211_600_1_0066.abf,-1.5
6,,0.0,,,,,,"(-84.27734, 2874)",0.08509442210197449,-100.00000149011612,-68.81517028808594,20131211_600_1_0066.abf,-1.0
7,,0.0,,,,,,"(-77.61841, 4736)",0.14884795248508453,-50.00000074505806,-68.98348236083984,20131211_600_1_0066.abf,-0.5
8,,0.0,,,,,,"(-66.02783, 5237)",1.883117437362671,0.0,-68.96473693847656,20131211_600_1_0066.abf,0.0
9,,0.0,,,,,,"(-57.647705, 4042)",-13.997688293457031,50.00000074505806,-69.47113037109375,20131211_600_1_0066.abf,0.5
10,,1.6669444907484579,,,0.1719,,,"(75.24414, 3382)",-11.125325202941895,100.00000149011612,-68.99615478515625,20131211_600_1_0066.abf,1.0
11,,3.3338889814969157,0.3052,0.0,0.0587,0.3052,0.3052,"(76.16577, 2250)",-8.253406524658203,150.00000223517418,-69.78814697265625,20131211_600_1_0066.abf,1.5
12,0.22824357224838407,6.667777962993831,0.07599999999999998,0.35233420862424586,0.034,0.14843333333333333,0.17170000000000002,"(77.10571, 2003)",-5.685511112213135,200.00000298023224,-68.92865753173828,20131211_600_1_0066.abf,2.0
13,0.19782110624347102,10.001666944490747,0.02689999999999998,0.4096653003906469,0.02250000000000002,0.11510000000000001,0.1276,"(77.13013, 1888)",-7.2888078689575195,250.0000037252903,-69.28582763671875,20131211_600_1_0066.abf,2.5
14,0.11715612159225616,11.668611435239205,0.032799999999999996,0.3137193946709991,0.01630000000000001,0.0926,0.0998,"(77.76489, 1826)",-5.937101364135742,300.00000447034836,-69.64563751220703,20131211_600_1_0066.abf,3.0
0,,0.0,,,,,,"(-105.99365, 2187)",0.08699469268321991,-400.0000059604645,-60.381202697753906,20131211_600_1_0002.abf,-8.0
1,,0.0,,,,,,"(-101.81885, 2444)",0.10629470646381378,-350.0000052154064,-59.852298736572266,20131211_600_1_0002.abf,-7.0
2,,0.0,,,,,,"(-95.75195, 2580)",0.10914959758520126,-300.00000447034836,-59.405601501464844,20131211_600_1_0002.abf,-6.0
3,,0.0,,,,,,"(-91.76636, 2461)",0.10709284245967865,-250.0000037252903,-59.19538116455078,20131211_600_1_0002.abf,-5.0
4,,0.0,,,,,,"(-86.846924, 3041)",0.1255989819765091,-200.00000298023224,-59.74626541137695,20131211_600_1_0002.abf,-4.0
5,,0.0,,,,,,"(-80.99365, 3565)",0.07724876701831818,-150.00000223517418,-59.16909408569336,20131211_600_1_0002.abf,-3.0
6,,0.0,,,,,,"(-74.60327, 3184)",0.09124115854501724,-100.00000149011612,-60.09843826293945,20131211_600_1_0002.abf,-2.0
7,,0.0,,,,,,"(-67.93823, 7435)",0.14238464832305908,-50.00000074505806,-59.284950256347656,20131211_600_1_0002.abf,-1.0
8,,0.0,,,,,,"(-58.64258, 2363)",2.54592227935791,0.0,-60.5460090637207,20131211_600_1_0002.abf,0.0
9,-0.11506320977073059,5.000833472245374,0.2602,0.11506320977073059,0.0953,0.23335,0.23335,"(72.13135, 2614)",-8.423652648925781,50.00000074505806,-60.492427825927734,20131211_600_1_0002.abf,1.0
10,0.03776873793039128,11.668611435239205,0.07030000000000003,0.19659985951480222,0.019600000000000006,0.09115000000000001,0.08729999999999996,"(72.11914, 1858)",-4.3003082275390625,100.00000149011612,-60.1309928894043,20131211_600_1_0002.abf,2.0
11,0.05267867680226295,18.336389398233035,0.025499999999999995,0.20982994709985275,0.009300000000000003,0.057699999999999994,0.061950000000000005,"(72.52197, 1755)",-6.988374710083008,150.00000223517418,-60.413047790527344,20131211_600_1_0002.abf,3.0
12,0.04157969216329803,21.67027837972995,0.021200000000000024,0.20099961621653875,0.005599999999999994,0.04522500000000001,0.04625000000000001,"(72.161865, 1718)",-3.076289653778076,200.00000298023224,-60.34356689453125,20131211_600_1_0002.abf,4.0
13,0.029989999537772174,26.671111851975326,0.019299999999999984,0.19121020797095342,0.00470000000000001,0.03794666666666666,0.03959999999999997,"(71.88721, 1709)",-4.558074951171875,250.0000037252903,-61.14303207397461,20131211_600_1_0002.abf,5.0
14,0.024508279137769765,31.671945324220697,0.015199999999999991,0.17076450733606738,0.003700000000000009,0.03257777777777778,0.03359999999999996,"(71.72241, 1699)",-4.8876776695251465,300.00000447034836,-60.74632263183594,20131211_600_1_0002.abf,6.0
0,,0.0,,,,,,"(-89.5874, 2090)",0.16304108500480652,-400.0000059604645,-59.38304138183594,20131211_600_1_0081.abf,-4.0
1,,0.0,,,,,,"(-87.26807, 2108)",0.17359687387943268,-350.0000052154064,-58.8569450378418,20131211_600_1_0081.abf,-3.5
2,,0.0,,,,,,"(-84.48486, 2228)",0.17057862877845764,-300.00000447034836,-59.605751037597656,20131211_600_1_0081.abf,-3.0
3,,0.0,,,,,,"(-81.451416, 2302)",0.17299696803092957,-250.0000037252903,-59.57729721069336,20131211_600_1_0081.abf,-2.5
4,,0.0,,,,,,"(-78.14331, 2462)",0.182101771235466,-200.00000298023224,-59.874874114990234,20131211_600_1_0081.abf,-2.0
5,,0.0,,,,,,"(-74.572754, 2370)",0.18856847286224365,-150.00000223517418,-59.40947341918945,20131211_600_1_0081.abf,-1.5
6,,0.0,,,,,,"(-70.3125, 2522)",0.17341995239257812,-100.00000149011612,-59.827735900878906,20131211_600_1_0081.abf,-1.0
7,,0.0,,,,,,"(-64.79492, 3006)",0.2653559446334839,-50.00000074505806,-59.67121505737305,20131211_600_1_0081.abf,-0.5
8,,0.0,,,,,,"(-58.43506, 3005)",2.4786953926086426,0.0,-60.51154708862305,20131211_600_1_0081.abf,0.0
9,,0.0,,,,,,"(-51.3916, 3123)",-10.0986909866333,50.00000074505806,-60.64107894897461,20131211_600_1_0081.abf,0.5
10,0.1848445066397085,6.667777962993831,0.10420000000000001,0.29263721596031955,0.05980000000000002,0.17553333333333335,0.19929999999999998,"(72.47925, 2258)",-19.18333625793457,100.00000149011612,-60.91679763793945,20131211_600_1_0081.abf,1.0
11,0.0945930462982164,11.668611435239205,0.03820000000000001,0.2637367059104324,0.0232,0.09036666666666666,0.10165000000000002,"(72.55249, 1892)",-5.963543891906738,150.00000223517418,-61.2689208984375,20131211_600_1_0081.abf,1.5
12,0.051837486383432274,16.66944490748458,0.026999999999999996,0.24019417372109964,0.013800000000000007,0.06291111111111111,0.06370000000000003,"(71.88721, 1798)",-7.974339485168457,200.00000298023224,-61.39897155761719,20131211_600_1_0081.abf,2.0
13,0.052556487735780456,20.003333888981494,0.020600000000000007,0.23012320328729916,0.010800000000000004,0.050100000000000006,0.053300000000000014,"(72.87598, 1768)",-4.685957908630371,250.0000037252903,-61.82440185546875,20131211_600_1_0081.abf,2.5
14,0.048696502451359265,25.004167361226866,0.013300000000000006,0.23680530460136168,0.008599999999999997,0.04096428571428572,0.04274999999999998,"(72.71118, 1747)",-7.585127830505371,300.00000447034836,-62.19416427612305,20131211_600_1_0081.abf,3.0
0,,0.0,,,,,,"(-87.768555, 1961)",0.05531728267669678,-400.0000059604645,-66.27030944824219,20140127_600_1_0118.abf,-2.6666666666666665
1,,0.0,,,,,,"(-85.687256, 2004)",0.03854047507047653,-350.0000052154064,-66.40930938720703,20140127_600_1_0118.abf,-2.3333333333333335
2,,0.0,,,,,,"(-83.78906, 2074)",0.028549103066325188,-300.00000447034836,-66.51888275146484,20140127_600_1_0118.abf,-2.0
3,,0.0,,,,,,"(-81.75659, 2111)",0.031759195029735565,-250.0000037252903,-66.33745574951172,20140127_600_1_0118.abf,-1.6666666666666667
4,,0.0,,,,,,"(-79.53491, 4335)",0.01649518311023712,-200.00000298023224,-66.60173797607422,20140127_600_1_0118.abf,-1.3333333333333333
5,,0.0,,,,,,"(-77.2522, 3637)",0.028358131647109985,-150.00000223517418,-66.79365539550781,20140127_600_1_0118.abf,-1.0
6,,0.0,,,,,,"(-74.468994, 3567)",0.04330875724554062,-100.00000149011612,-66.92859649658203,20140127_600_1_0118.abf,-0.6666666666666666
7,,0.0,,,,,,"(-71.28906, 4794)",0.05224057286977768,-50.00000074505806,-66.82237243652344,20140127_600_1_0118.abf,-0.3333333333333333
